Timestamp [UTC],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1/1/2050 10:00,0.000103924,8.65E-05,8.64E-05,8.64E-05,8.64E-05,0.000103896,0.000101017,8.65E-05,8.64E-05,8.64E-05,8.64E-05,0.000103896,0.000101017,8.64E-05,8.64E-05,8.64E-05,8.65E-05,0.000101017,8.65E-05,8.64E-05,8.64E-05,8.64E-05,0.000103896
1/1/2050 11:00,9.86E-05,9.56E-05,9.55E-05,9.55E-05,9.55E-05,9.86E-05,8.39E-05,9.56E-05,9.55E-05,9.55E-05,9.55E-05,9.86E-05,8.39E-05,9.55E-05,9.55E-05,9.55E-05,9.55E-05,8.39E-05,9.56E-05,9.55E-05,9.55E-05,9.55E-05,9.86E-05
1/1/2050 12:00,8.17E-05,9.16E-05,9.15E-05,9.15E-05,9.15E-05,8.16E-05,8.89E-05,9.16E-05,9.15E-05,9.15E-05,9.15E-05,8.16E-05,8.89E-05,9.15E-05,9.15E-05,9.15E-05,9.16E-05,8.89E-05,9.16E-05,9.15E-05,9.15E-05,9.15E-05,8.16E-05
1/1/2050 13:00,8.16E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,7.17E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,7.17E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,7.17E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05
1/1/2050 14:00,9.69E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.69E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.69E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.69E-05
1/1/2050 15:00,9.42E-05,8.77E-05,8.76E-05,8.76E-05,8.76E-05,9.42E-05,8.30E-05,8.77E-05,8.76E-05,8.76E-05,8.76E-05,9.42E-05,8.30E-05,8.76E-05,8.76E-05,8.76E-05,8.76E-05,8.30E-05,8.77E-05,8.76E-05,8.76E-05,8.76E-05,9.42E-05
1/1/2050 16:00,8.98E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05
1/1/2050 17:00,0.000102523,9.82E-05,9.81E-05,9.81E-05,9.81E-05,0.000102495,8.78E-05,9.82E-05,9.81E-05,9.81E-05,9.81E-05,0.000102495,8.78E-05,9.81E-05,9.81E-05,9.81E-05,9.81E-05,8.78E-05,9.82E-05,9.81E-05,9.81E-05,9.81E-05,0.000102495
1/1/2050 18:00,9.40E-05,9.55E-05,9.54E-05,9.54E-05,9.54E-05,9.40E-05,8.39E-05,9.55E-05,9.54E-05,9.54E-05,9.54E-05,9.40E-05,8.39E-05,9.54E-05,9.54E-05,9.54E-05,9.55E-05,8.39E-05,9.55E-05,9.54E-05,9.54E-05,9.54E-05,9.40E-05
1/1/2050 19:00,9.69E-05,0.000102436,0.00010239,0.00010238,0.00010237,9.68E-05,9.60E-05,0.000102436,0.00010238,0.000102388,0.000102378,9.68E-05,9.60E-05,0.00010239,0.00010238,0.000102388,0.000102416,9.60E-05,0.000102436,0.00010239,0.000102388,0.000102378,9.68E-05
1/1/2050 20:00,0.0001238,0.000105581,0.000105534,0.000105524,0.000105513,0.000123766,0.000107201,0.000105581,0.000105524,0.000105531,0.000105521,0.000123766,0.000107202,0.000105534,0.000105524,0.000105531,0.000105561,0.000107201,0.000105581,0.000105534,0.000105531,0.000105521,0.000123766
1/1/2050 21:00,9.09E-05,0.00010352,0.000103474,0.000103463,0.000103453,9.09E-05,0.000100488,0.00010352,0.000103463,0.000103471,0.000103461,9.09E-05,0.000100488,0.000103474,0.000103463,0.000103471,0.0001035,0.000100488,0.00010352,0.000103474,0.000103471,0.000103461,9.09E-05
1/1/2050 22:00,9.49E-05,0.000106348,0.0001063,0.00010629,0.000106279,9.49E-05,0.000105298,0.000106348,0.00010629,0.000106297,0.000106287,9.49E-05,0.000105299,0.0001063,0.00010629,0.000106297,0.000106327,0.000105298,0.000106348,0.0001063,0.000106297,0.000106287,9.49E-05
1/1/2050 23:00,9.46E-05,0.000103758,0.000103711,0.000103701,0.000103691,9.46E-05,0.000102417,0.000103758,0.000103701,0.000103709,0.000103699,9.46E-05,0.000102418,0.000103711,0.000103701,0.000103709,0.000103737,0.000102417,0.000103758,0.000103711,0.000103709,0.000103699,9.46E-05
2/1/2050 0:00,9.79E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05
2/1/2050 1:00,9.04E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.04E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05
2/1/2050 2:00,8.90E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05
2/1/2050 3:00,8.25E-05,8.29E-05,8.28E-05,8.28E-05,8.28E-05,8.25E-05,8.29E-05,8.29E-05,8.28E-05,8.28E-05,9.13E-05,8.25E-05,8.29E-05,8.28E-05,8.28E-05,8.28E-05,9.13E-05,8.29E-05,8.29E-05,8.28E-05,8.28E-05,9.13E-05,8.25E-05
2/1/2050 4:00,8.62E-05,8.56E-05,8.55E-05,8.55E-05,8.55E-05,8.62E-05,8.56E-05,8.56E-05,8.55E-05,8.55E-05,9.04E-05,8.62E-05,8.56E-05,8.55E-05,8.55E-05,8.55E-05,9.04E-05,8.56E-05,8.56E-05,8.55E-05,8.55E-05,9.04E-05,8.62E-05
2/1/2050 5:00,8.47E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.16E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.17E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.16E-05,8.46E-05
2/1/2050 6:00,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.58E-05
2/1/2050 7:00,9.00E-05,8.52E-05,8.51E-05,8.51E-05,8.51E-05,9.00E-05,8.52E-05,8.52E-05,8.51E-05,8.51E-05,7.65E-05,9.00E-05,8.52E-05,8.51E-05,8.51E-05,8.51E-05,7.65E-05,8.52E-05,8.52E-05,8.51E-05,8.51E-05,7.65E-05,9.00E-05
2/1/2050 8:00,7.37E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.39E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05
2/1/2050 9:00,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05
2/1/2050 10:00,0.000101017,8.65E-05,8.64E-05,8.64E-05,8.64E-05,0.000100989,8.65E-05,8.65E-05,8.64E-05,8.64E-05,0.000103857,0.000100989,8.65E-05,8.64E-05,8.64E-05,8.64E-05,0.000103896,8.65E-05,8.65E-05,8.64E-05,8.64E-05,0.000103857,0.000100989
2/1/2050 11:00,8.39E-05,9.56E-05,9.55E-05,9.55E-05,9.55E-05,8.39E-05,9.56E-05,9.56E-05,9.55E-05,9.55E-05,9.85E-05,8.39E-05,9.56E-05,9.55E-05,9.55E-05,9.55E-05,9.86E-05,9.56E-05,9.56E-05,9.55E-05,9.55E-05,9.85E-05,8.39E-05
2/1/2050 12:00,8.89E-05,9.16E-05,9.15E-05,9.15E-05,9.15E-05,8.89E-05,9.16E-05,9.16E-05,9.15E-05,9.15E-05,8.16E-05,8.89E-05,9.16E-05,9.15E-05,9.15E-05,9.15E-05,8.16E-05,9.16E-05,9.16E-05,9.15E-05,9.15E-05,8.16E-05,8.89E-05
2/1/2050 13:00,7.17E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,7.17E-05,9.11E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,7.17E-05,9.11E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,9.11E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,7.17E-05
2/1/2050 14:00,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.68E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.69E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.68E-05,9.52E-05
2/1/2050 15:00,8.30E-05,8.77E-05,8.76E-05,8.76E-05,8.76E-05,8.30E-05,8.77E-05,8.77E-05,8.76E-05,8.76E-05,9.41E-05,8.30E-05,8.77E-05,8.76E-05,8.76E-05,8.76E-05,9.42E-05,8.77E-05,8.77E-05,8.76E-05,8.76E-05,9.41E-05,8.30E-05
2/1/2050 16:00,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.07E-05
2/1/2050 17:00,8.78E-05,9.82E-05,9.81E-05,9.81E-05,9.81E-05,8.78E-05,9.82E-05,9.82E-05,9.81E-05,9.81E-05,0.000102457,8.78E-05,9.82E-05,9.81E-05,9.81E-05,9.81E-05,0.000102495,9.82E-05,9.82E-05,9.81E-05,9.81E-05,0.000102457,8.78E-05
2/1/2050 18:00,8.39E-05,9.55E-05,9.54E-05,9.54E-05,9.54E-05,8.38E-05,9.55E-05,9.55E-05,9.54E-05,9.54E-05,9.40E-05,8.38E-05,9.55E-05,9.54E-05,9.54E-05,9.54E-05,9.40E-05,9.55E-05,9.55E-05,9.54E-05,9.54E-05,9.40E-05,8.38E-05
2/1/2050 19:00,9.60E-05,0.000102436,0.00010239,0.00010238,0.00010237,9.60E-05,0.000102444,0.000102436,0.00010238,0.000102388,9.68E-05,9.60E-05,0.000102444,0.00010239,0.00010238,0.000102388,9.68E-05,0.000102444,0.000102436,0.00010239,0.000102388,9.68E-05,9.60E-05
2/1/2050 20:00,0.000107202,0.000105581,0.000105534,0.000105524,0.000105513,0.000107172,0.000105589,0.000105581,0.000105524,0.000105531,0.00012372,0.000107172,0.000105589,0.000105534,0.000105524,0.000105531,0.000123766,0.000105589,0.000105581,0.000105534,0.000105531,0.00012372,0.000107172
2/1/2050 21:00,0.000100488,0.00010352,0.000103474,0.000103463,0.000103453,0.000100461,0.000103528,0.00010352,0.000103463,0.000103471,9.08E-05,0.000100461,0.000103528,0.000103474,0.000103463,0.000103471,9.09E-05,0.000103528,0.00010352,0.000103474,0.000103471,9.08E-05,0.000100461
2/1/2050 22:00,0.000105299,0.000106348,0.0001063,0.00010629,0.000106279,0.00010527,0.000106356,0.000106348,0.00010629,0.000106297,9.48E-05,0.00010527,0.000106356,0.0001063,0.00010629,0.000106297,9.49E-05,0.000106356,0.000106348,0.0001063,0.000106297,9.48E-05,0.00010527
2/1/2050 23:00,0.000102418,0.000103758,0.000103711,0.000103701,0.000103691,0.00010239,0.000103765,0.000103758,0.000103701,0.000103709,9.46E-05,0.00010239,0.000103766,0.000103711,0.000103701,0.000103709,9.46E-05,0.000103765,0.000103758,0.000103711,0.000103709,9.46E-05,0.00010239
3/1/2050 0:00,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.63E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.78E-05,9.11E-05
3/1/2050 1:00,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,8.99E-05
3/1/2050 2:00,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.89E-05,8.84E-05
3/1/2050 3:00,8.29E-05,8.29E-05,8.28E-05,8.28E-05,9.13E-05,8.28E-05,8.29E-05,8.29E-05,8.28E-05,9.13E-05,8.25E-05,8.28E-05,8.29E-05,8.28E-05,8.28E-05,9.13E-05,8.25E-05,8.29E-05,8.29E-05,8.28E-05,8.28E-05,8.25E-05,8.28E-05
3/1/2050 4:00,8.56E-05,8.56E-05,8.55E-05,8.55E-05,9.04E-05,8.56E-05,8.56E-05,8.56E-05,8.55E-05,9.04E-05,8.62E-05,8.56E-05,8.56E-05,8.55E-05,8.55E-05,9.04E-05,8.62E-05,8.56E-05,8.56E-05,8.55E-05,8.55E-05,8.62E-05,8.56E-05
3/1/2050 5:00,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.16E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.17E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.17E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.46E-05,8.00E-05
3/1/2050 6:00,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.58E-05,7.97E-05
3/1/2050 7:00,8.52E-05,8.52E-05,8.51E-05,8.51E-05,7.65E-05,8.51E-05,8.52E-05,8.52E-05,8.51E-05,7.65E-05,8.99E-05,8.51E-05,8.52E-05,8.51E-05,8.51E-05,7.65E-05,9.00E-05,8.52E-05,8.52E-05,8.51E-05,8.51E-05,8.99E-05,8.51E-05
3/1/2050 8:00,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,7.36E-05,8.46E-05
3/1/2050 9:00,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,7.61E-05,8.92E-05
3/1/2050 10:00,8.65E-05,8.65E-05,8.64E-05,8.64E-05,0.000103849,8.65E-05,8.65E-05,8.65E-05,8.64E-05,0.000103867,0.000100952,8.65E-05,8.65E-05,8.64E-05,8.64E-05,0.000103867,0.000100989,8.65E-05,8.65E-05,8.64E-05,8.64E-05,0.000100952,8.65E-05
3/1/2050 11:00,9.56E-05,9.56E-05,9.55E-05,9.55E-05,9.85E-05,9.55E-05,9.56E-05,9.56E-05,9.55E-05,9.86E-05,8.39E-05,9.55E-05,9.56E-05,9.55E-05,9.55E-05,9.86E-05,8.39E-05,9.56E-05,9.56E-05,9.55E-05,9.55E-05,8.39E-05,9.55E-05
3/1/2050 12:00,9.16E-05,9.16E-05,9.15E-05,9.15E-05,8.16E-05,9.16E-05,9.16E-05,9.16E-05,9.15E-05,8.16E-05,8.89E-05,9.16E-05,9.16E-05,9.15E-05,9.15E-05,8.16E-05,8.89E-05,9.16E-05,9.16E-05,9.15E-05,9.15E-05,8.89E-05,9.16E-05
3/1/2050 13:00,9.11E-05,9.10E-05,9.10E-05,9.10E-05,8.15E-05,9.10E-05,9.11E-05,9.10E-05,9.10E-05,8.15E-05,7.16E-05,9.10E-05,9.11E-05,9.10E-05,9.10E-05,8.15E-05,7.17E-05,9.11E-05,9.10E-05,9.10E-05,9.10E-05,7.16E-05,9.10E-05
3/1/2050 14:00,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.68E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.68E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.68E-05,9.52E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.52E-05,9.13E-05
3/1/2050 15:00,8.77E-05,8.77E-05,8.76E-05,8.76E-05,9.41E-05,8.76E-05,8.77E-05,8.77E-05,8.76E-05,9.41E-05,8.30E-05,8.76E-05,8.77E-05,8.76E-05,8.76E-05,9.41E-05,8.30E-05,8.77E-05,8.77E-05,8.76E-05,8.76E-05,8.30E-05,8.76E-05
3/1/2050 16:00,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.97E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.06E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.98E-05,8.07E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,8.06E-05,9.39E-05
3/1/2050 17:00,9.82E-05,9.82E-05,9.81E-05,9.81E-05,0.00010245,9.81E-05,9.82E-05,9.82E-05,9.81E-05,0.000102467,8.78E-05,9.81E-05,9.82E-05,9.81E-05,9.81E-05,0.000102467,8.78E-05,9.82E-05,9.82E-05,9.81E-05,9.81E-05,8.78E-05,9.81E-05
3/1/2050 18:00,9.55E-05,9.55E-05,9.54E-05,9.54E-05,9.40E-05,9.55E-05,9.55E-05,9.55E-05,9.54E-05,9.40E-05,8.38E-05,9.55E-05,9.55E-05,9.54E-05,9.54E-05,9.40E-05,8.38E-05,9.55E-05,9.55E-05,9.54E-05,9.54E-05,8.38E-05,9.55E-05
3/1/2050 19:00,0.000102444,0.000102436,0.00010239,0.00010238,9.68E-05,0.000102416,0.000102444,0.000102436,0.00010238,9.68E-05,9.60E-05,0.000102416,0.000102444,0.00010239,0.00010238,9.68E-05,9.60E-05,0.000102444,0.000102436,0.00010239,0.000102388,9.60E-05,0.000102416
3/1/2050 20:00,0.000105589,0.000105581,0.000105534,0.000105524,0.000123711,0.000105561,0.000105589,0.000105581,0.000105524,0.000123732,0.000107133,0.000105561,0.000105589,0.000105534,0.000105524,0.000123732,0.000107172,0.000105589,0.000105581,0.000105534,0.000105531,0.000107133,0.000105561
3/1/2050 21:00,0.000103528,0.00010352,0.000103474,0.000103463,9.08E-05,0.0001035,0.000103528,0.00010352,0.000103463,9.08E-05,0.000100424,0.0001035,0.000103528,0.000103474,0.000103463,9.08E-05,0.000100461,0.000103528,0.00010352,0.000103474,0.000103471,0.000100424,0.0001035
3/1/2050 22:00,0.000106356,0.000106348,0.0001063,0.00010629,9.48E-05,0.000106327,0.000106356,0.000106348,0.00010629,9.48E-05,0.000105231,0.000106327,0.000106356,0.0001063,0.00010629,9.48E-05,0.00010527,0.000106356,0.000106348,0.0001063,0.000106297,0.000105231,0.000106327
3/1/2050 23:00,0.000103766,0.000103758,0.000103711,0.000103701,9.46E-05,0.000103737,0.000103765,0.000103758,0.000103701,9.46E-05,0.000102352,0.000103737,0.000103766,0.000103711,0.000103701,9.46E-05,0.00010239,0.000103765,0.000103758,0.000103711,0.000103709,0.000102352,0.000103737
4/1/2050 0:00,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.78E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.64E-05,9.11E-05,9.11E-05
4/1/2050 1:00,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,9.03E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.03E-05,8.99E-05,8.99E-05
4/1/2050 2:00,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.89E-05,8.84E-05,8.84E-05,8.84E-05,8.84E-05,8.91E-05,8.84E-05,8.84E-05
4/1/2050 3:00,8.29E-05,8.29E-05,8.28E-05,9.13E-05,8.25E-05,8.28E-05,8.29E-05,8.29E-05,8.28E-05,8.25E-05,8.28E-05,8.28E-05,8.29E-05,8.28E-05,9.13E-05,8.25E-05,8.28E-05,8.29E-05,8.29E-05,8.28E-05,9.13E-05,8.28E-05,8.28E-05
4/1/2050 4:00,8.56E-05,8.56E-05,8.55E-05,9.04E-05,8.62E-05,8.56E-05,8.56E-05,8.56E-05,8.55E-05,8.62E-05,8.55E-05,8.56E-05,8.56E-05,8.55E-05,9.04E-05,8.62E-05,8.56E-05,8.56E-05,8.56E-05,8.55E-05,9.04E-05,8.55E-05,8.56E-05
4/1/2050 5:00,8.00E-05,8.00E-05,8.00E-05,8.16E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.16E-05,8.46E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,8.17E-05,8.00E-05,8.00E-05
4/1/2050 6:00,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.57E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.58E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,8.25E-05,7.97E-05,7.97E-05
4/1/2050 7:00,8.52E-05,8.52E-05,8.51E-05,7.65E-05,8.99E-05,8.51E-05,8.52E-05,8.52E-05,8.51E-05,8.99E-05,8.51E-05,8.51E-05,8.52E-05,8.51E-05,7.65E-05,8.99E-05,8.51E-05,8.52E-05,8.52E-05,8.51E-05,7.65E-05,8.51E-05,8.51E-05
4/1/2050 8:00,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,7.36E-05,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.38E-05,8.46E-05,8.46E-05
4/1/2050 9:00,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,7.61E-05,8.92E-05,8.92E-05,8.92E-05,8.92E-05,8.12E-05,8.92E-05,8.92E-05
